10.400000  192.600000  -9.409902  22.077548  0.962374
100.100000  349.900000  -7.910747  20.736287  0.980113
100.200000  224.100000  -10.311684  24.877437  12.315350
100.500000  330.200000  -7.908246  18.726863  1.162017
100.600000  87.700000  -7.907783  20.629471  0.828291
100.700000  175.300000  -7.907383  17.556692  0.912843
100.800000  124.300000  -7.906713  20.764893  1.051064
100.800000  83.800000  -7.906840  19.661340  0.874958
100.800000  87.400000  -7.907055  18.632250  1.123273
100.900000  99.200000  -7.906640  20.209465  1.115999
101.000000  141.700000  -7.905973  21.184938  0.872826
101.000000  267.800000  -12.424269  30.361542  5.306925
101.000000  296.300000  -7.906152  20.386452  1.072660
101.300000  134.000000  -7.904868  21.088391  1.072271
101.300000  272.900000  -7.904706  21.058993  0.938581
101.300000  34.200000  -7.904838  18.364532  1.074369
101.500000  240.800000  -7.903977  19.939847  1.094489
101.700000  121.100000  -7.902966  20.489310  0.882964
101.700000  282.400000  -9.767147  24.805916  8.728465
101.800000  205.800000  -7.902752  18.673105  1.060268
101.800000  344.500000  -7.902617  20.101417  0.880734
102.200000  290.700000  -7.901049  19.450030  0.919088
102.300000  41.300000  -7.900591  20.478383  1.008550
102.500000  204.900000  -7.900052  20.451662  1.051348
102.700000  257.200000  -7.899315  21.508631  1.058597
102.800000  238.700000  -7.899057  20.413538  0.805328
102.900000  115.200000  -7.898838  19.905563  1.002296
102.900000  286.000000  -7.898843  18.734955  1.058769
103.200000  291.000000  -7.898194  19.898400  1.131970
103.200000  67.700000  -7.897985  20.595218  1.073033
103.400000  345.900000  -7.897605  18.542814  1.103527
103.700000  116.600000  -7.897061  19.122751  1.243586
103.800000  336.800000  -7.896756  19.889144  0.922793
103.900000  111.200000  -7.896568  19.347214  1.002579
103.900000  219.800000  -7.896616  19.698507  1.034591
104.000000  245.900000  -7.896466  20.266631  1.056118
104.000000  86.500000  -7.896474  22.003325  1.047980
104.100000  54.200000  -7.896337  19.895321  0.956159
104.200000  301.100000  -7.896110  19.362413  0.988110
104.300000  146.800000  -7.896080  20.180057  1.032550
104.600000  196.000000  -7.895715  17.645200  0.999261
104.600000  232.300000  -7.895687  19.271514  1.099785
104.600000  30.000000  -7.895730  17.839489  0.857805
104.600000  4.800000  -7.895746  19.782295  0.902922
104.900000  216.000000  -7.895488  20.903558  0.899667
